,Unnamed: 0, Rank,Sales,Profits,Assets,Market Value
658,,659,39.0,-0.576,23.1,45.7
659,,660,4.0,1.4,114.5,16.1
660,,661,13.3,0.742,24.5,12.8
661,,662,14.7,0.88,18.7,13.0
662,,663,15.9,0.295,513.1,11.0
663,,664,8.2,1.9,19.0,14.3
664,,665,8.5,1.5,16.1,18.5
665,,666,13.4,0.687,25.5,12.9
666,,667,8.2,1.4,32.4,10.1
667,,668,10.3,0.644,21.1,22.9
668,,669,8.6,0.649,25.3,22.3
669,,670,13.7,0.776,29.7,9.9
670,,671,6.0,0.86,108.3,10.9
671,,672,4.8,0.915,75.1,17.0
672,,673,8.7,1.6,17.9,14.6
673,,674,21.5,1.0,13.6,12.8
674,,675,13.0,0.694,15.1,25.4
675,,676,16.1,0.778,11.2,29.0
676,,677,16.4,0.639,12.4,31.8
677,,678,11.4,1.1,11.2,30.8
678,,679,4.0,1.5,100.9,14.6
679,,680,20.2,1.3,13.3,11.2
680,,681,17.5,0.955,24.3,8.3
681,,682,29.5,0.837,22.0,8.1
682,,683,6.8,0.986,19.2,26.1
683,,684,41.1,0.344,17.1,25.7
684,,685,8.5,1.1,19.4,16.4
685,,686,8.2,0.666,24.9,21.1
686,,687,6.5,1.7,16.2,23.6
687,,688,10.6,0.944,12.8,28.1
688,,689,36.2,0.415,28.3,10.9
689,,690,42.6,0.608,27.2,7.7
690,,691,22.8,0.782,20.6,9.4
691,,692,6.6,0.911,17.5,37.3
692,,693,8.5,0.701,74.7,9.2
693,,694,16.1,0.841,19.4,10.4
694,,695,11.5,0.701,53.1,8.1
695,,696,24.6,0.734,20.4,9.4
696,,697,24.2,0.093,36.8,21.2
697,,698,48.2,-6.3,85.4,10.3
698,,699,6.0,1.0,28.3,17.6
699,,700,9.6,0.176,65.7,40.6
700,,701,6.1,1.3,13.0,64.4
701,,702,9.8,0.544,27.9,17.0
702,,703,7.7,0.769,27.1,15.5
703,,704,3.2,0.799,172.8,17.9
704,,705,5.2,0.948,176.0,9.9
705,,706,4.1,1.2,51.8,18.4
706,,707,13.8,0.962,15.4,12.9
707,,708,36.0,-0.007,48.9,13.4
708,,709,9.4,0.613,20.6,21.3
709,,710,26.0,0.2,31.6,21.4
710,,711,17.4,0.957,15.1,10.8
711,,712,8.3,1.3,15.8,16.9
712,,713,11.6,0.42,40.3,14.0
713,,714,3.9,2.5,34.3,16.8
714,,715,15.5,0.337,24.0,24.4
715,,716,15.9,-5.8,27.0,43.1
716,,717,15.1,0.456,15.8,27.3
717,,718,5.1,1.1,41.4,14.2
718,,719,3.7,0.962,200.6,13.2
719,,720,7.1,1.2,13.9,26.5
720,,721,27.0,0.348,40.0,10.2
721,,722,10.1,-0.574,43.1,48.2
722,,723,33.7,0.69,25.8,7.1
723,,724,6.7,0.939,65.4,8.9
724,,725,11.9,1.1,6.8,29.2
725,,726,6.9,1.6,9.8,59.1
726,,727,8.9,0.964,17.5,15.1
727,,728,12.1,1.2,9.7,22.5
728,,729,11.0,1.6,5.5,22.7
729,,730,17.0,0.718,18.1,10.6
730,,731,2.5,1.2,30.3,28.4
731,,732,15.2,1.3,16.5,8.9
732,,733,10.6,1.2,20.9,9.4
733,,734,10.1,0.614,19.6,17.9
734,,735,12.9,1.1,5.5,24.7
735,,736,25.3,-0.373,47.8,13.5
736,,737,25.8,0.619,21.2,8.9
737,,738,10.4,0.441,58.4,10.6
738,,739,11.2,0.88,11.7,21.5
739,,740,11.9,0.88,87.9,5.4
740,,741,2.0,1.4,87.9,11.5
741,,742,7.8,0.998,212.7,6.0
742,,743,40.6,0.424,128.2,2.2
743,,744,7.9,0.899,13.9,25.7
744,,745,4.8,0.683,37.4,25.1
745,,746,16.8,0.977,38.1,5.1
746,,747,14.6,0.667,44.2,6.8
747,,748,10.6,1.7,15.1,10.2
748,,749,9.8,0.696,24.9,11.4
749,,750,33.4,0.645,42.1,5.6
750,,751,5.3,0.88,32.9,16.0
751,,752,3.7,0.944,57.8,16.9
752,,753,10.1,0.941,10.9,25.9
753,,754,7.0,0.785,26.6,13.6
754,,755,11.4,1.6,13.1,11.1
755,,756,18.2,0.658,34.9,6.8
756,,757,15.9,-0.408,29.0,24.5
757,,758,3.2,0.931,79.2,14.0
758,,759,20.2,-5.4,31.6,18.2
759,,760,11.9,1.3,13.9,10.6
760,,761,4.5,1.0,46.7,12.7
761,,762,10.9,0.972,14.7,12.7
762,,763,8.9,1.9,6.0,20.9
763,,764,71.0,-0.14,34.8,10.6
764,,765,8.1,1.3,11.8,19.4
765,,766,11.7,0.348,26.2,18.7
766,,767,6.7,1.0,17.9,16.6
767,,768,11.3,0.891,15.4,11.9
768,,769,11.9,0.416,24.7,14.9
769,,770,8.5,-3.1,45.6,34.9
770,,771,1.9,2.2,24.6,17.6
771,,772,10.8,1.3,8.9,19.9
772,,773,13.6,0.578,17.0,13.0
773,,774,11.3,1.1,10.5,17.5
774,,775,8.5,0.993,25.8,8.8
775,,776,14.9,-4.0,37.3,18.2
776,,777,2.4,1.3,61.7,11.3
777,,778,13.6,1.1,34.2,3.3
778,,779,14.8,0.95,12.5,11.1
779,,780,8.3,0.638,38.4,9.5
780,,781,25.1,0.799,10.7,11.8
781,,782,6.5,1.2,15.8,16.8
782,,783,7.9,-0.154,44.9,37.1
783,,784,7.3,1.5,11.5,19.6
784,,785,3.8,0.712,99.7,14.3
785,,786,1.3,0.743,31.9,30.9
786,,787,9.3,0.667,18.3,14.1
787,,788,0.001,1.5,30.0,16.1
788,,789,9.7,1.1,8.4,23.7
789,,790,15.9,0.627,16.3,10.5
790,,791,1.3,2.4,18.1,23.0
791,,792,10.7,0.697,15.4,14.3
792,,793,21.5,0.624,10.7,15.5
793,,794,27.5,0.876,24.2,2.2
794,,795,7.9,0.42,30.3,17.4
795,,796,4.3,0.714,28.9,26.2
796,,797,6.0,1.5,7.8,51.6
797,,798,19.6,0.613,25.3,7.1
798,,799,21.3,-0.446,33.9,13.6
799,,800,17.6,0.48,24.3,8.8
800,,801,4.3,1.4,26.2,14.6
801,,802,8.9,2.5,21.0,6.8
802,,803,15.8,0.525,31.1,7.3
803,,804,4.3,0.902,82.2,10.1
804,,805,64.5,0.222,30.8,10.1
805,,806,6.4,1.3,8.1,43.9
806,,807,28.5,0.752,13.7,8.5
807,,808,12.6,0.935,11.7,12.4
808,,809,13.3,0.559,26.8,8.3
809,,810,3.2,0.814,39.6,18.3
810,,811,47.7,0.066,31.3,10.2
811,,812,16.8,0.729,6.2,16.9
812,,813,14.4,-6.2,43.1,13.9
813,,814,16.0,0.809,7.5,15.6
814,,815,5.7,2.1,8.7,33.6
815,,816,5.3,1.2,115.6,6.5
816,,817,47.2,-3.8,47.7,8.3
817,,818,2.3,1.3,22.7,20.4
818,,819,29.4,0.273,36.1,9.4
819,,820,5.7,1.7,8.4,36.8
820,,821,9.6,0.722,14.2,14.7
821,,822,13.0,0.64,14.1,12.8
822,,823,4.8,1.2,13.0,39.6
823,,824,7.3,0.65,17.3,17.8
824,,825,14.4,0.706,26.8,6.7
825,,826,8.9,0.866,15.5,11.7
826,,827,8.6,1.0,7.4,23.2
827,,828,12.6,1.2,8.2,13.5
828,,829,2.4,0.665,73.4,14.2
829,,830,14.1,1.0,11.6,9.9
830,,831,7.5,-1.1,29.5,56.2
831,,832,8.5,0.748,13.6,16.7
832,,833,8.6,0.926,16.1,10.7
833,,834,3.1,1.1,70.3,9.8
834,,835,5.8,1.2,5.8,50.3
835,,836,1.2,1.8,21.8,16.0
836,,837,3.4,0.846,28.8,20.3
837,,838,5.8,0.655,48.8,9.5
838,,839,8.9,0.55,17.0,15.5
839,,840,9.8,0.761,15.2,11.9
840,,841,7.5,-0.424,47.9,25.1
841,,842,7.2,0.953,11.8,19.2
842,,843,6.4,0.649,55.7,8.2
843,,844,9.5,0.2,24.9,36.2
844,,845,4.2,0.627,41.4,17.0
845,,846,4.1,0.805,86.7,9.8
846,,847,4.1,0.866,24.8,20.9
847,,848,8.4,0.347,18.1,33.7
848,,849,6.8,0.513,118.0,7.3
849,,850,9.7,-0.256,101.4,11.4
850,,851,5.6,1.2,13.5,19.0
851,,852,9.1,0.497,21.0,12.8
852,,853,4.3,0.797,129.9,8.4
853,,854,14.9,0.511,21.8,8.5
854,,855,9.1,0.543,78.9,6.3
855,,856,7.2,0.35,39.5,15.2
856,,857,6.1,0.653,24.7,13.2
857,,858,3.8,2.0,16.8,19.1
858,,859,11.3,0.757,14.0,10.7
859,,860,8.4,0.777,10.5,22.6
860,,861,5.9,1.0,130.3,5.2
861,,862,4.1,1.3,16.4,24.3
862,,863,2.5,0.696,103.0,10.6
863,,864,4.7,1.0,16.8,20.2
864,,865,15.0,0.465,18.2,10.1
865,,866,9.0,0.93,10.2,17.0
866,,867,8.9,0.602,24.9,9.1
867,,868,2.7,0.774,35.4,16.1
868,,869,18.4,0.365,96.0,2.9
869,,870,27.7,0.469,18.2,7.9
870,,871,6.4,0.999,11.5,21.1
871,,872,2.8,0.812,35.0,15.1
872,,873,4.1,1.2,77.6,7.9
873,,874,10.8,-0.564,45.9,13.7
874,,875,4.7,1.2,14.5,22.0
875,,876,7.4,0.67,15.8,15.1
876,,877,24.5,0.603,21.3,6.2
877,,878,15.0,0.813,12.9,9.0
878,,879,18.6,0.975,9.9,9.2
879,,880,13.4,0.915,13.7,8.4
880,,881,16.1,0.875,15.7,6.9
881,,882,9.5,0.643,11.5,18.5
882,,883,4.2,1.0,20.8,18.0
883,,884,35.9,0.6,13.8,7.5
884,,885,3.2,0.919,27.8,15.9
885,,886,16.7,0.767,17.3,6.7
886,,887,7.7,0.3,26.7,24.1
887,,888,10.5,-3.3,25.9,22.3
888,,889,9.5,0.89,6.4,18.1
889,,890,3.3,0.629,94.7,11.1
890,,891,8.6,0.629,6.4,34.4
891,,892,9.8,0.776,8.2,19.8
892,,893,2.0,1.0,17.9,25.4
893,,894,15.3,0.573,15.6,9.0
894,,895,48.9,0.108,31.6,8.2
895,,896,74.4,-3.6,63.2,6.1
896,,897,22.3,0.106,19.7,14.8
897,,898,5.2,-0.214,48.1,44.4
898,,899,10.5,0.71,11.9,12.9
899,,900,8.3,0.584,24.6,9.2
900,,901,3.8,0.729,68.4,10.5
901,,902,7.1,0.432,25.5,14.0
902,,903,5.0,1.0,41.6,7.6
903,,904,15.3,0.687,8.9,13.3
904,,905,5.2,0.498,36.7,13.6
905,,906,7.3,0.832,10.1,22.5
906,,907,1.5,1.3,25.7,12.4
907,,908,22.9,0.65,10.0,10.3
908,,909,17.0,0.668,12.0,9.3
909,,910,5.7,0.568,31.7,10.9
910,,911,7.9,0.948,22.1,7.3
911,,912,4.8,0.829,25.7,12.3
912,,913,8.8,0.718,13.8,12.1
913,,914,12.9,0.03,107.7,8.0
914,,915,6.0,1.1,15.8,11.4
915,,916,10.7,0.491,16.4,11.8
916,,917,7.7,0.583,12.9,19.3
917,,918,5.3,1.0,108.6,5.3
918,,919,2.6,0.907,20.8,19.2
919,,920,5.8,0.986,21.3,9.5
920,,921,4.4,0.685,116.4,7.9
921,,922,9.1,0.781,37.7,5.6
922,,923,2.2,1.0,49.6,8.8
923,,924,4.4,0.853,44.8,9.1
924,,925,9.1,0.852,5.7,16.4
925,,926,7.5,0.729,59.4,4.3
926,,927,7.5,0.784,8.0,24.1
927,,928,18.5,-1.7,15.2,20.5
928,,929,8.4,0.18,17.6,59.7
929,,930,21.4,0.059,27.4,9.9
930,,931,0.37,2.0,148.7,2.7
931,,932,7.0,0.731,71.0,3.5
932,,933,8.1,1.0,32.6,5.4
933,,934,7.0,-0.675,22.7,49.3
934,,935,10.3,0.573,18.2,9.0
935,,936,12.9,1.0,7.9,10.0
936,,937,6.4,0.551,21.6,12.6
937,,938,9.6,0.608,10.5,17.2
938,,939,8.2,-0.204,28.6,20.4
939,,940,16.2,0.656,6.0,11.2
940,,941,10.3,-0.526,43.4,11.2
941,,942,1.1,1.4,18.8,14.0
942,,943,3.7,1.3,10.4,48.3
943,,944,2.2,0.936,54.2,8.4
944,,945,3.7,0.946,15.1,26.0
945,,946,6.8,0.81,8.5,23.8
946,,947,7.7,0.602,23.4,8.6
947,,948,3.9,0.862,31.7,11.4
948,,949,14.5,0.767,14.0,7.2
949,,950,2.7,0.952,21.2,15.0
950,,951,7.0,0.688,69.0,3.7
951,,952,9.8,-2.7,19.0,26.1
952,,953,22.5,-0.653,42.9,7.3
953,,954,10.6,-0.583,26.3,15.4
954,,955,15.3,0.151,92.6,6.7
955,,956,7.4,0.072,5.5,22.7
956,,957,7.5,0.432,22.3,12.0
957,,958,6.3,1.1,6.4,18.7
958,,959,2.6,0.891,58.0,8.3
959,,960,18.8,0.501,14.7,7.9
960,,961,8.8,-0.036,26.3,18.4
961,,962,8.0,1.2,14.6,7.9
962,,963,27.9,0.475,22.5,5.6
963,,964,14.4,0.138,22.9,12.8
964,,965,1.3,1.8,17.7,12.0
965,,966,2.6,1.4,10.1,38.8
966,,967,1.4,1.5,137.5,4.5
967,,968,2.9,0.473,73.2,12.0
968,,969,10.7,-0.428,216.9,7.0
969,,970,4.3,0.693,29.4,11.5
970,,971,13.5,0.749,6.0,10.4
971,,972,5.5,0.93,9.7,24.9
972,,973,3.4,0.551,23.2,23.0
973,,974,13.2,0.572,10.8,11.1
974,,975,9.4,0.511,30.2,6.8
975,,976,5.6,0.44,25.9,13.6
976,,977,8.2,0.65,14.6,10.4
977,,978,7.6,-0.025,37.5,14.9
978,,979,10.9,0.127,45.3,9.5
979,,980,8.8,0.302,34.8,10.3
980,,981,22.2,0.448,7.4,12.5
981,,982,4.1,0.589,85.3,8.6
982,,983,4.6,1.3,7.7,27.4
983,,984,6.2,0.872,8.2,20.9
984,,985,12.3,0.473,9.8,16.0
985,,986,6.3,0.823,8.5,21.5
986,,987,4.9,0.88,7.0,40.4
987,,988,2.6,0.776,77.5,7.6
988,,989,11.8,0.437,17.0,9.2
989,,990,9.8,0.702,10.3,11.9
990,,991,8.5,0.735,11.5,11.1
991,,992,10.8,0.524,17.0,8.4
992,,993,5.3,0.922,59.4,5.7
993,,994,13.0,0.424,11.7,13.3
994,,995,18.1,0.481,11.9,9.1
995,,996,8.8,0.187,13.6,61.6
996,,997,8.1,0.835,8.6,14.1
997,,998,15.5,0.676,7.6,9.6
998,,999,6.9,0.719,19.8,8.2
999,,1000,6.4,0.847,9.8,17.7
1000,,1001,5.5,0.591,20.8,11.6
1001,,1002,12.4,0.451,36.5,4.1
1002,,1003,0.166,0.827,16.7,18.9
1003,,1004,3.3,0.416,98.8,11.2
1004,,1005,7.3,0.668,11.6,13.7
1005,,1006,14.2,-1.9,26.6,9.9
1006,,1007,40.7,-2.5,46.0,0.292
1007,,1008,6.3,0.502,15.7,14.9
1008,,1009,7.6,0.907,10.2,11.6
1009,,1010,3.1,0.547,54.0,10.1
1010,,1011,18.0,0.421,16.3,7.4
1011,,1012,21.4,-2.0,43.1,6.5
1012,,1013,2.3,0.843,47.6,7.8
1013,,1014,4.5,1.1,5.5,28.9
1014,,1015,5.0,0.682,121.1,4.3
1015,,1016,6.0,0.747,14.1,11.6
1016,,1017,6.5,0.797,7.6,18.1
1017,,1018,2.6,0.549,46.8,10.2
1018,,1019,18.7,0.555,13.6,6.8
1019,,1020,10.1,-0.178,19.6,16.6
1020,,1021,10.1,0.601,5.7,13.5
1021,,1022,5.9,1.6,6.7,12.3
1022,,1023,4.6,1.1,9.1,24.9
1023,,1024,13.9,0.366,24.1,7.0
1024,,1025,23.8,0.523,14.2,6.3
1025,,1026,6.4,0.492,29.8,8.1
1026,,1027,9.9,0.726,11.0,9.5
1027,,1028,3.9,0.727,114.0,6.7
1028,,1029,20.2,0.364,17.3,7.3
1029,,1030,8.0,0.767,9.7,12.7
1030,,1031,6.7,0.45,21.2,10.6
1031,,1032,2.0,0.552,49.5,9.6
1032,,1033,3.6,0.726,12.5,32.8
1033,,1034,10.8,0.512,13.0,9.5
1034,,1035,6.9,0.407,30.0,8.9
1035,,1036,10.9,0.513,8.6,13.8
1036,,1037,10.7,0.603,14.4,7.7
1037,,1038,12.8,0.45,11.7,10.4
1038,,1039,5.9,0.758,7.1,20.0
1039,,1040,11.6,0.507,6.7,13.3
1040,,1041,11.4,0.531,7.6,12.7
1041,,1042,4.9,0.793,4.4,30.3
1042,,1043,16.8,0.33,18.5,7.7
1043,,1044,2.2,0.205,697.9,14.0
1044,,1045,4.9,0.913,8.3,21.8
1045,,1046,12.4,-0.941,20.0,11.6
1046,,1047,4.9,0.821,7.6,25.8
1047,,1048,9.5,0.382,54.5,5.4
1048,,1049,8.5,0.692,11.1,10.0
1049,,1050,13.8,0.581,11.3,8.0
1050,,1051,6.1,0.457,24.1,9.4
1051,,1052,3.9,0.357,22.7,34.1
1052,,1053,15.1,-0.329,20.4,9.9
1053,,1054,3.3,0.665,25.8,11.2
1054,,1055,13.0,0.907,9.3,7.5
1055,,1056,7.7,-0.027,21.0,18.2
1056,,1057,13.7,-1.1,36.1,7.3
1057,,1058,8.9,0.352,16.1,11.9
1058,,1059,3.1,0.661,25.9,10.9
1059,,1060,13.1,0.513,3.7,10.7
1060,,1061,7.5,0.641,10.1,13.4
1061,,1062,7.6,0.492,44.2,4.3
1062,,1063,8.8,0.269,15.8,18.9
1063,,1064,2.6,0.511,18.9,20.7
1064,,1065,7.2,0.803,18.7,6.6
1065,,1066,4.1,0.675,19.1,13.1
1066,,1067,3.6,0.914,10.2,29.2
1067,,1068,1.6,2.3,34.6,2.6
1068,,1069,7.5,0.399,15.5,12.6
1069,,1070,11.6,0.695,16.8,4.8
1070,,1071,3.7,0.718,38.6,7.9
1071,,1072,3.8,0.659,14.3,21.2
1072,,1073,5.4,0.762,11.4,13.5
1073,,1074,14.5,0.595,11.3,7.3
1074,,1075,7.8,0.609,12.5,9.5
1075,,1076,6.9,0.115,21.2,18.7
1076,,1077,16.1,-0.444,25.7,7.5
1077,,1078,2.2,0.542,70.9,7.6
1078,,1079,7.9,0.497,7.6,17.2
1079,,1080,10.9,0.459,14.9,8.0
1080,,1081,1.8,0.538,78.8,7.3
1081,,1082,25.5,0.134,34.7,5.7
1082,,1083,10.4,0.321,51.8,3.1
1083,,1084,4.3,0.938,10.2,19.1
1084,,1085,4.8,0.539,68.2,6.3
1085,,1086,4.3,0.945,37.3,6.3
1086,,1087,11.9,0.477,15.1,7.1
1087,,1088,4.9,0.559,18.9,10.8
1088,,1089,15.8,0.445,6.4,9.9
1089,,1090,1.0,0.379,346.8,7.8
1090,,1091,4.0,0.55,23.2,12.5
1091,,1092,13.4,0.316,11.9,11.8
1092,,1093,4.7,2.0,7.7,11.4
1093,,1094,15.3,0.157,49.0,3.7
1094,,1095,8.4,0.532,5.7,13.2
1095,,1096,19.8,0.315,25.1,5.5
1096,,1097,7.4,0.7,7.7,11.7
1097,,1098,10.9,0.149,98.0,2.8
1098,,1099,4.4,0.658,29.8,7.7
1099,,1100,1.4,0.758,19.3,10.8
1100,,1101,7.3,0.649,19.1,6.6
1101,,1102,5.9,0.655,4.6,17.1
1102,,1103,3.5,1.1,9.4,20.9
1103,,1104,7.2,0.565,29.7,5.2
1104,,1105,16.5,0.312,21.3,6.4
1105,,1106,3.4,1.0,8.9,23.5
1106,,1107,5.3,0.757,5.2,17.1
1107,,1108,2.5,0.455,63.4,8.4
1108,,1109,7.2,-2.4,21.1,14.7
1109,,1110,23.8,0.294,12.8,8.8
1110,,1111,6.1,0.477,21.3,8.4
1111,,1112,15.0,0.308,21.0,6.8
1112,,1113,11.8,0.312,25.3,6.7
1113,,1114,19.3,0.359,20.3,4.6
1114,,1115,11.7,0.55,13.7,6.6
1115,,1116,4.2,1.2,6.4,16.9
1116,,1117,8.4,0.596,11.9,8.6
1117,,1118,14.5,0.198,13.1,12.8
1118,,1119,4.3,0.775,20.4,8.9
1119,,1120,6.8,0.59,7.8,14.2
1120,,1121,5.4,0.9,8.4,13.0
1121,,1122,4.5,0.829,7.7,18.9
1122,,1123,5.6,0.695,8.6,16.0
1123,,1124,8.8,-0.39,33.6,8.3
1124,,1125,2.5,0.627,15.8,14.9
1125,,1126,2.3,1.1,14.4,10.6
1126,,1127,1.5,0.623,56.9,6.6
1127,,1128,4.0,0.683,94.6,4.3
1128,,1129,9.9,-0.136,93.2,3.5
1129,,1130,3.8,0.734,77.6,3.4
1130,,1131,5.9,0.814,10.0,11.0
1131,,1132,9.2,-0.411,19.3,11.2
1132,,1133,5.3,-1.5,22.5,20.0
1133,,1134,6.6,0.583,7.3,13.9
1134,,1135,14.1,0.525,9.5,8.0
1135,,1136,10.9,0.353,29.8,2.4
1136,,1137,18.2,-0.581,33.1,3.6
1137,,1138,4.9,0.568,20.3,8.9
1138,,1139,21.7,0.407,11.6,6.8
1139,,1140,16.7,0.327,21.9,5.3
1140,,1141,6.1,0.551,5.3,16.4
1141,,1142,16.2,0.423,16.5,4.9
1142,,1143,13.2,0.349,16.4,7.0
1143,,1144,2.5,0.707,2.1,30.5
1144,,1145,7.9,-0.774,104.4,6.1
1145,,1146,9.6,0.505,11.4,8.5
1146,,1147,2.7,0.736,6.5,28.2
1147,,1148,8.8,-0.564,107.7,4.9
1148,,1149,13.2,0.417,16.3,6.3
1149,,1150,5.8,0.569,7.1,16.4
1150,,1151,4.9,0.634,13.4,11.6
1151,,1152,9.1,0.225,16.2,12.6
1152,,1153,6.9,0.56,8.6,12.8
1153,,1154,15.1,0.388,8.7,9.6
1154,,1155,3.0,0.503,46.2,7.4
1155,,1156,14.0,0.424,6.9,9.2
1156,,1157,10.8,0.153,26.8,7.4
1157,,1158,3.0,1.0,4.6,17.6
1158,,1159,5.8,0.572,5.0,15.4
1159,,1160,4.4,0.797,5.6,18.1
1160,,1161,1.6,0.383,44.8,9.5
1161,,1162,8.4,-0.273,104.7,2.0
1162,,1163,4.8,0.637,5.6,19.7
1163,,1164,7.8,0.664,3.8,9.5
1164,,1165,12.1,0.498,15.8,3.8
1165,,1166,1.4,0.084,54.7,14.3
1166,,1167,3.0,0.713,4.2,26.0
1167,,1168,6.8,0.509,10.1,12.5
1168,,1169,6.7,0.408,16.8,9.3
1169,,1170,0.881,0.669,20.5,9.4
1170,,1171,3.3,0.898,4.1,18.8
1171,,1172,2.3,0.7,17.6,10.0
1172,,1173,8.8,0.378,29.7,3.5
1173,,1174,10.1,0.567,8.2,8.5
1174,,1175,15.2,0.031,22.0,6.8
1175,,1176,9.6,0.458,8.3,10.5
1176,,1177,4.2,0.548,18.4,10.7
1177,,1178,3.1,0.8,7.3,20.9
1178,,1179,5.3,0.738,7.7,12.9
1179,,1180,4.3,0.699,7.1,19.6
1180,,1181,6.4,0.418,41.7,4.5
1181,,1182,3.3,0.485,42.4,7.5
1182,,1183,3.3,0.468,18.5,13.8
1183,,1184,6.0,0.559,8.5,13.9
1184,,1185,5.8,0.566,12.0,10.4
1185,,1186,4.9,0.633,13.0,11.0
1186,,1187,6.0,0.692,9.9,10.7
1187,,1188,4.8,-6.1,28.6,15.2
1188,,1189,0.755,0.568,25.1,8.8
1189,,1190,2.6,0.879,5.3,18.6
1190,,1191,4.5,0.603,10.7,16.8
1191,,1192,1.8,0.349,30.6,12.2
1192,,1193,17.9,-2.0,13.3,9.0
1193,,1194,9.0,-1.5,19.7,9.6
1194,,1195,11.8,0.636,12.5,5.3
1195,,1196,4.3,0.869,7.7,15.0
1196,,1197,5.7,0.522,11.5,11.4
1197,,1198,1.3,0.812,9.7,18.4
1198,,1199,6.8,0.529,7.5,12.4
1199,,1200,2.2,0.761,45.3,5.3
1200,,1201,11.7,0.276,12.8,10.4
1201,,1202,18.7,0.144,24.3,5.8
1202,,1203,15.6,-0.477,18.1,7.2
1203,,1204,19.6,-0.192,24.7,1.7
1204,,1205,4.2,0.594,18.7,9.3
1205,,1206,30.3,0.12,12.6,7.7
1206,,1207,4.7,0.654,6.4,16.6
1207,,1208,0.031,0.917,9.6,15.7
1208,,1209,1.9,0.493,119.9,5.2
1209,,1210,1.9,0.454,25.6,9.9
1210,,1211,4.7,0.801,7.3,13.4
1211,,1212,4.6,0.601,10.8,14.6
1212,,1213,2.0,1.9,10.5,9.3
1213,,1214,8.2,0.549,11.1,8.0
1214,,1215,15.7,0.144,16.9,7.3
1215,,1216,20.8,0.392,13.3,5.7
1216,,1217,2.3,1.4,13.4,8.1
1217,,1218,13.1,-0.774,30.4,5.9
1218,,1219,3.1,0.852,5.5,17.4
1219,,1220,2.5,0.749,26.1,6.8
1220,,1221,1.9,0.492,49.1,6.6
1221,,1222,3.5,0.646,5.3,24.0
1222,,1223,1.5,0.705,3.0,20.6
1223,,1224,6.8,0.502,3.7,12.0
1224,,1225,7.0,2.5,2.6,2.5
1225,,1226,20.6,0.192,22.4,4.4
1226,,1227,4.0,0.781,11.0,13.3
1227,,1228,14.2,0.021,28.8,1.9
1228,,1229,1.1,0.555,38.4,6.6
1229,,1230,7.5,-0.398,85.1,2.8
1230,,1231,7.2,0.298,16.8,10.1
1231,,1232,3.0,0.517,79.0,4.6
1232,,1233,13.8,-0.136,15.9,7.9
1233,,1234,3.7,0.869,32.2,5.7
1234,,1235,3.0,0.394,13.3,26.0
1235,,1236,14.4,0.32,10.4,9.0
1236,,1237,2.5,0.603,52.7,3.4
1237,,1238,19.7,0.444,7.6,6.6
1238,,1239,2.5,0.386,25.0,11.0
1239,,1240,0.393,0.417,224.4,0.373
1240,,1241,7.4,0.485,5.1,10.7
1241,,1242,3.9,0.549,21.4,9.0
1242,,1243,6.4,0.579,8.6,10.4
1243,,1244,15.8,0.339,7.9,8.7
1244,,1245,9.3,0.76,23.3,7.5
1245,,1246,11.1,0.661,11.3,2.7
1246,,1247,3.3,0.864,5.1,15.1
1247,,1248,9.7,-2.4,43.5,3.3
1248,,1249,0.644,2.4,8.4,9.1
1249,,1250,7.0,-0.948,93.1,2.3
1250,,1251,1.7,0.725,5.2,18.0
1251,,1252,2.0,0.427,103.7,5.9
1252,,1253,18.4,-1.7,21.9,1.0
1253,,1254,7.1,0.573,6.9,9.4
1254,,1255,7.1,0.651,16.2,5.3
1255,,1256,9.8,0.517,8.1,7.8
1256,,1257,11.6,0.399,7.8,8.8
1257,,1258,16.3,-1.0,22.8,3.6
1258,,1259,5.4,-0.011,21.9,12.7
1259,,1260,4.4,0.518,20.6,7.9
1260,,1261,1.8,0.554,53.6,5.7
1261,,1262,4.5,0.335,17.3,14.2
1262,,1263,7.1,0.258,75.9,1.8
1263,,1264,13.9,0.317,18.1,3.1
1264,,1265,7.0,0.495,4.7,10.3
1265,,1266,5.5,0.367,42.2,5.9
1266,,1267,6.5,0.406,6.1,14.5
1267,,1268,2.9,-0.223,20.8,25.1
1268,,1269,2.3,0.46,83.2,4.8
1269,,1270,7.6,0.294,41.1,3.4
1270,,1271,13.0,0.292,14.4,7.2
1271,,1272,4.4,-0.861,64.2,8.8
1272,,1273,2.3,0.349,21.2,13.1
1273,,1274,5.9,-3.6,161.8,15.0
1274,,1275,12.2,0.685,6.8,5.8
1275,,1276,2.7,0.529,53.7,2.7
1276,,1277,4.1,-2.1,31.1,13.8
1277,,1278,1.3,0.432,34.8,7.4
1278,,1279,4.7,0.554,4.4,15.1
1279,,1280,13.3,0.341,10.0,8.3
1280,,1281,10.7,-1.5,17.2,7.9
1281,,1282,8.5,0.465,9.5,8.9
1282,,1283,8.3,0.344,11.0,10.2
1283,,1284,7.6,0.598,10.2,7.4
1284,,1285,1.4,0.396,39.2,7.6
1285,,1286,8.6,0.272,10.7,13.8
1286,,1287,9.0,0.072,19.2,8.0
1287,,1288,21.6,0.431,10.3,4.1
1288,,1289,14.3,-0.147,23.7,1.6
1289,,1290,4.2,0.765,26.9,4.9
1290,,1291,1.8,0.437,79.0,5.8
1291,,1292,3.9,1.1,8.1,11.2
